"","taphonomyValues","decayRate","startAge"
"660",0.524210927057798,5.5e-05,750
"661",0.519501856041358,5.5e-05,750
"662",0.520190625511822,5.5e-05,750
"663",0.520421072919087,5.5e-05,750
"664",0.530835579366618,5.5e-05,750
"665",0.518187968106975,5.5e-05,750
"666",0.527380912888934,5.5e-05,750
"667",0.520463439100718,5.5e-05,750
"668",0.526201888534843,5.5e-05,750
"669",0.512839409370198,5.5e-05,750
"670",0.519726304274521,5.5e-05,750
"671",0.51752677412327,5.5e-05,750
"672",0.512476162742579,5.5e-05,750
"673",0.510071257192847,5.5e-05,750
"674",0.518054624898784,5.5e-05,750
"675",0.526413851308204,5.5e-05,750
"676",0.513151751263957,5.5e-05,750
"677",0.523440994733085,5.5e-05,750
"678",0.519352648619748,5.5e-05,750
"679",0.522779527557862,5.5e-05,750
"680",0.525224438877325,5.5e-05,750
"681",0.522074781462757,5.5e-05,750
"682",0.51121803754633,5.5e-05,750
"683",0.514872619491126,5.5e-05,750
"684",0.520133300271919,5.5e-05,750
"685",0.518370924819606,5.5e-05,750
"686",0.522681008192629,5.5e-05,750
"687",0.515406543942597,5.5e-05,750
"688",0.508759712521806,5.5e-05,750
"689",0.520667046091925,5.5e-05,750
"690",0.513836373803622,5.5e-05,750
"691",0.527883222930495,5.5e-05,750
"692",0.525351947458154,5.5e-05,750
"693",0.512044331970342,5.5e-05,750
